362.958,395.991,166.0,0.463547168888,0.352919232615,0.131291731066
361.335,394.269,166.0,0.463547168888,0.352919232615,0.131291731066
359.683,392.616,166.0,0.463547168888,0.352919232615,0.131291731066
357.697,391.772,166.0,0.463547168888,0.352919232615,0.131291731066
355.763,390.801,166.0,0.463547168888,0.352919232615,0.131291731066
353.404,390.856,166.0,0.463547168888,0.352919232615,0.131291731066
351.072,390.865,166.0,0.463547168888,0.352919232615,0.131291731066
349.107,391.766,166.0,0.463547168888,0.352919232615,0.131291731066
347.041,392.854,166.0,0.463547168888,0.352919232615,0.131291731066
344.79,393.445,166.0,0.463547168888,0.352919232615,0.131291731066
343.439,394.583,166.0,0.463547168888,0.352919232615,0.131291731066
341.794,396.317,166.0,0.463547168888,0.352919232615,0.131291731066
340.657,397.863,166.0,0.463547168888,0.352919232615,0.131291731066
339.888,399.833,166.0,0.463547168888,0.352919232615,0.131291731066
339.487,402.031,166.0,0.463547168888,0.352919232615,0.131291731066
339.434,404.385,166.0,0.463547168888,0.352919232615,0.131291731066
340.359,406.339,166.0,0.463547168888,0.352919232615,0.131291731066
341.786,408.103,166.0,0.463547168888,0.352919232615,0.131291731066
343.789,409.244,166.0,0.463547168888,0.352919232615,0.131291731066
345.44,410.898,166.0,0.463547168888,0.352919232615,0.131291731066
347.504,411.979,166.0,0.463547168888,0.352919232615,0.131291731066
349.516,413.123,166.0,0.463547168888,0.352919232615,0.131291731066
351.231,414.608,166.0,0.463547168888,0.352919232615,0.131291731066
353.582,414.578,166.0,0.463547168888,0.352919232615,0.131291731066
355.682,415.448,166.0,0.463547168888,0.352919232615,0.131291731066
357.103,414.498,166.0,0.463547168888,0.352919232615,0.131291731066
358.748,413.807,166.0,0.463547168888,0.352919232615,0.131291731066
359.972,412.696,166.0,0.463547168888,0.352919232615,0.131291731066
362.683,413.003,166.0,0.463547168888,0.352919232615,0.131291731066
364.501,412.266,166.0,0.463547168888,0.352919232615,0.131291731066
365.516,410.599,166.0,0.463547168888,0.352919232615,0.131291731066
365.875,408.171,166.0,0.463547168888,0.352919232615,0.131291731066
365.724,405.152,166.0,0.463547168888,0.352919232615,0.131291731066
365.209,401.71,166.0,0.463547168888,0.352919232615,0.131291731066
364.474,398.014,166.0,0.463547168888,0.352919232615,0.131291731066
